title,description,identifier,isPartOf
Planning Sectors,Pittsburgh City Planning Planning Sectors,9ffb13d0-119d-48d7-9195-92a4462e6efd,
Riverfront Zoning Overlay,Pittsburgh Riverfront Zoning Overlay District,c1fca0c9-c0e1-47fe-9293-33dc5696f61c,
Undermined Areas,Pittsburgh Undermined Areas,e7b77f45-de0d-4fcf-89f7-5ac0b98b06ef,
Uptown IPOD Zoning,Pittsburgh Uptown IPOD Overlay Zoning District,1f048d4b-51b1-4561-b608-1ed9793e3704,
Wards,Pittsburgh Wards,791acafe-d61d-4f3b-aa3c-a2aeb89ec0d7,
Fire Zones,Pittsburgh Fire Zones,c0ba16d0-5f68-41e5-833b-dd62583f0d45,
Greenways,Pittsburgh Greenways,527cc3ef-880c-4d6f-9750-41835d9b6713,
Pittsburgh DPW Divisions,Pittsburgh Department of Public Works Adminstrative Divisions,39beccf8-928e-4a18-a090-d54c1840f974,
Police Sectors,Pittsburgh Police Sectors,cd922cf0-cfb6-49ca-a7d8-4bd958426986,
Pre 2018 DPW Divisions,City of Pittsburgh Department of Public Works Divsions Pre 2018. This data has Division 4 in it.  In the most current DPW Division layer Division 4 has been removed and its area split between Divisions 3 and 5.,7d8f90dc-73f9-4f05-8b1c-955a47b39aae,
Parks Open Space Plan Transition Data,Data from the Pittsburgh Open Space Plan - Transition Map,309f7eb5-853e-4833-9e11-8f3be9a377fd,
Police Zones,Pittsburgh Police Zones,fa1767da-183a-4a1a-9cc1-9ab2aec0404e,
Residential Permit Parking Program Areas,PGH Residential Permit Parking Program,ae42bbb0-4aee-441c-aabb-594c5b4fd79a,
Metered Streets Pittsburgh Parking Authority,Pittsburgh Parking Metered Streets,f1ad21a5-e22b-412f-9b55-ad3b3b94d3d1,
Emergency Medical Service Districts,City of Pittsburgh Emergency Medical Services Districts,a5d80f48-fb2c-45fc-9c19-8fcbff3299e4,
Zoning,Pittsburgh Zoning Districts,3e754074-71da-4cf8-9dc1-0cc7400bbfe5,
Allegheny County Sheriff Sales,"List of properties up for auction at a Sheriff Sale. Datasets labeled ""Current"" contain this month's postings, while those labeled ""Archive"" contain a running list of all postings uploaded to the WPRDC.",1876f595-d8a2-4eb2-a64c-ebedf2afa4df,
City of Pittsburgh Property Tax Delinquency,This dataset contains all property in the City of Pittsburgh that is delinquent on property taxes for the given year.,d0e6dbc6-7086-460d-8479-440a0a4492dd,
City Treasury Sales,A listing of all the properties currently available for sale at the City's Treasurer Sale.,97491251-e607-405f-b89a-af64002b0628,
City-Owned Property,All property owned by the City of Pittsburgh.,d93bb0b3-f123-4ac5-8ca2-21fb4da70b86,
City of Pittsburgh Property Tax Abatements,The properties listed are receiving a property tax abatement issued by the City of Pittsburgh.,1131f3a9-bbd8-4ca0-963a-c7ccadffcee4,
Allegheny County Mortgage Foreclosure Records,"This data includes filings related to mortgage foreclosure in Allegheny County. The foreclosure process enables a lender to take possession of a property due to an owner's failure to make mortgage payments.  Mortgage foreclosure differs from tax foreclosure, which is a process enabling local governments to take possession of a property if the owner fails to pay property taxes.

As Pennsylvania is a judicial foreclosure state, a lender files for foreclosure through the court system.  Foreclosure data in the court system is maintained by the Allegheny County Department of Court Records. Data included here is from the general docket, and a  mortgage foreclosure docket created to help homeowners maintain ownership of their property following an initial filing. Several different types of legal filings may occur on a property involved in the foreclosure process. At this time, only the most recent filing in a case is included in the data found here, but we hope to add all filings for a case in the coming months.

After a property enters the foreclosure process, several potential outcomes are possible. Some of the more common outcomes include:  borrowers may come to an agreement with the lender for unpaid debt; borrowers may sell the property to satisfy part or all of the debt; borrowers may voluntarily relinquish ownership to the lender; lenders may decide not to pursue the foreclosure any further; and the property may proceed all the way through a sheriff sale, where it is sold to a new owner.

The data presented here is in beta form because only the most recent filing type is included as of September 2017.  Monthly updates are forthcoming.  It is also our intent to include a record for each filing type for each docket if the data becomes available.",f2141a79-c0b9-4cf9-b4d2-d591b4aaa8e6,
Allegheny County Restaurant/Food Facility Inspections,"Facilities located within Allegheny County that produce, distribute and sell food products are subject to mandatory, routine inspection by one of the health department's staff of environmental health specialists.

This dataset contains the violation data from the searchable inspection reports posted online here: http://webapps.achd.net/Restaurant/. The inspection date ranges from January 2016 to present. New data will be added monthly.",8744b4f6-5525-49be-9054-401a2c4c2fac,
BikePGH's Pittsburgh Bike Map Geographic Data,"Files include data for bike lanes, protected bike lanes, trails, bike routes, shared lane markings, cautionary bike routes, and bridge data from the BikePGH Pittsburgh Bike Map. BikePGH developed this map in 2007 and has been publishing it both on paper and online ever since. See: http://bikepgh.org/maps for more info.",88550525-db51-4fa2-9418-b23c1329d6e6,
Allegheny County Housing and Community Environment Inspections,"Residential housing inspections and inspections in response to complaints for community environment problems, such as open vacant structures, vacant lots with overgrown vegetation, garbage and debris, rodent infestations, overflowing dumpsters, improperly stored garbage, mosquito breeding sites with stagnant water, etc., for the last three years. Inspector names are coded. 

Please see the Data Dictionary and Rules and Regulations for more information.

Data is in three relational files with the common field of Inspection ID.",19beed76-cd72-4fa8-9f8f-c402608ed569,
1984 Community Profiles: A Descriptive Picture of Communities in Allegheny County,"This compilation includes 8 historical datasets, part of the collection of the Pittsburgh University Library System. Prepared by the Health and Welfare Planning Association, and funded by the Richard King Melon Foundation, the profiles were intended to inform the people, organizations and businesses of Allegheny County about the characteristics of the communities in which they lived, worked and played so they could make better decisions.",9bec1794-2606-4666-81f0-3d38e148f40f,
City of Pittsburgh Building Permit Summary,Summary of building permits Issued by the City of Pittsburgh's Department of Permits Licenses and Inspections (PLI).,9c4eab3b-e05d-4af8-ad18-76e4c1a71a74,
BigBurgh Social Service Listings,"Information on social services in the City of Pittsburgh and Allegheny County for individuals experiencing homeless and for those in dire need, including crisis lines, activities and events, medical, housing, and food help.  All listings have been independently verified and all listings are for free services, with minimal requirements. This data is updated on a monthly basis. 

BigBurgh.com is a free ""web-app"" maintained by the City of Pittsburgh, and is intended to be used by individuals experiencing homelessness, social service providers, public safety personnel, including the Pittsburgh Police, and the general public. 

BigBurgh.com is also available in Spanish.",6e683016-0b93-4776-9d9f-caa03e94edc2,
3RWW Green Infrastructure Inventory,"Green Infrastructure projects catalogued by 3RWW and partner organizations. This is a living dataset - updates are being made regularly by 3RWW staff and partner orgs. Most information has been verified, but there is always a chance that records may become outdated; please confirm before relying on this dataset for decision-making, modeling, or other work.",097c70b6-d5d3-434b-af90-23c8b1a99bfb,
Allegheny County Municipal Building Energy and Water Use,"This dataset contains energy and water use information from 2010 to 2014 for 144 County-operated buildings. Metrics include: kBtu (thousand British thermal units), site and source EUI (energy use intensity), annual electricity, natural gas and steam consumption and cost, and water and sewer use and cost. Weather-normalized data enable building performance comparisons over time, despite unusual weather events.",98ec7315-47ad-4ffc-9368-dea01d054761,
Allegheny County Fatal Accidental Overdoses,"*** DEPRECATION WARNING: Monthly updates to accidental fatal overdose updates will be recorded in the first file `Fatal Accidental Overdoses` going forward. This file currently contains all records available to the WPRDC (from 2008 until the most recent update date).***

***The old yearly files will remain the same through March 31st 2019.  Afterwards they will be compressed and shared here as a zip file.***

Fatal accidental overdose incidents in Allegheny County, denoting age, gender, race, drugs present, zip code of incident and zip code of residence.

Zip code of incident is where the Office of the Medical Examiner received the body, not necessarily where the overdose occurred. 

Data includes closed cases only and the previous calendar year data will be updated monthly until the close of the current calendar year. For example, the 2014 resource will be updated monthly until December 2015.",7fb0505e-8e2c-4825-b22c-4fbee8fc8010,
Allegheny County Park Rangers Outreach,"Launched in June 2015, the Allegheny County Park Rangers program reached over 48,000 people in its first year. Park Rangers interact with residents of all ages and also run a successful Parks-to-Schools program.",01894671-26ec-423c-985c-55c66220e433,
Allegheny County Crash Data,"Contains locations and information about every crash incident reported to the police in Allegheny County from 2004 to 2018. Fields include injury severity, fatalities, information about the vehicles involved, location information, and factors that may have contributed to the crash. Data is provided by PennDOT and is subject to PennDOT's data privacy restrictions, which are noted in the metadata information section below.

The map below shows car crashes in Allegheny County during 2016, with the color indicating whether it was a rear end collision or not.",3130f583-9499-472b-bb5a-f63a6ff6059a,
Allegheny County Dog Licenses,"A list of dog license dates, dog breeds, and dog name by zip code. Currently this dataset does not include City of Pittsburgh dogs.",ad5bd3d6-1b53-4ed0-8cd9-157a985bd0bd,
"Allegheny County Tax Liens (Filings, Satisfactions, and Current Status)","Tax liens are a method the government uses to secure an interest in unpaid tax debt. This dataset represents information about county, municipal, school district, and water/sewer tax liens by parcel (and property identification number, where available). This dataset includes the name of the municipality, county or school district filing, the date that the lien was filed, and the tax amount at the date of filing.

This data is based on records that were filed dating back to 1995. This dataset will be updated with the previous month's filings as new data becomes available (typically, close to the beginning of the month).

Delinquent Tax Docket numbers are not unique identifiers. Instead, users need to combine the Delinquent Tax Docket number, the tax year, and the lien description.

This dataset represents our best effort to describe the state of tax liens. Users are encouraged to consult the Allegheny County Department of Court Records web site, as it is the definitive and most reliable source for this information:

https://dcr.alleghenycounty.us/

More detailed and up-to-date information on each lien can be found on that site.",22fe57da-f5b8-4c52-90ea-b10591a66f90,
Allegheny County Property Sale Transactions,"This dataset contains data on all Real Property parcels that have sold since 2013 in Allegheny County, PA.

Before doing any market analysis on property sales, check the sales validation codes. Many property ""sales"" are not considered a valid representation of the true market value of the property. For example, when multiple lots are together on one deed with one price they are generally coded as invalid (""H"") because the sale price for each parcel ID number indicates the total price paid for a group of parcels, not just for one parcel. See the Sales Validation Codes Dictionary for a complete explanation of valid and invalid sale codes.

Sales Transactions Disclaimer: Sales information is provided from the Allegheny County Department of Administrative Services, Real Estate Division. Content and validation codes are subject to change. Please review the Data Dictionary for details on included fields before each use. Property owners are not required by law to record a deed at the time of sale. Consequently the assessment system may not contain a complete sales history for every property and every sale. You may do a deed search at http://www.alleghenycounty.us/re/index.aspx directly for the most updated information.
Note: Ordinance 3478-07 prohibits public access to search assessment records by owner name. It was signed by the Chief Executive in 2007.",9e0ce87d-07b8-420c-a8aa-9de6104f61d6,
Allegheny County Property Assessments,"Real Property parcel characteristics for Allegheny County, PA. Includes information pertaining to land, values, sales, abatements, and building characteristics (if residential) by parcel. 
Disclaimer:
Parcel information is provided from the Office of Property Assessments in Allegheny County. Content and availability are subject to change. Please review the Data Dictionary for details on included fields before each use.
Property characteristics and values change due to a variety of factors such as court rulings, municipality permit processing and subdivision plans.  Consequently the assessment system parcel data is continually changing. 
Please take the dynamic nature of this information into consideration before using it.
Excludes name and contact information for property owners,
as required by Ordinance 3478-07.   

[Property Information Extractor](http://wprdc.github.io/property-information-extractor/)",2b3df818-601e-4f06-b150-643557229491,
Pittsburgh Police Firearm Seizures,"This data includes counts of  firearms by type seized by the Pittsburgh Bureau of Police. Each row describes a seizure incident involving one or more firearms.
 
Firearm seizures can occur for several reasons. One of the Bureau of Police justifications for seizing a firearm involves a suspicion that a firearm was used in a criminal offense. Seizures may also occur to protect officer or public safety. For example, a weapon held by someone involved in a serious medical emergency, or an unattended  weapon found in a public space may be seized and held for safekeeping.
 
The Bureau’s firearms tracking unit conducts investigations to determine the rightful owner of firearms that have been seized. Where possible, the Bureau makes every effort to return firearms that have been seized to their rightful owners.
 
Firearms seized by non-City of Pittsburgh law enforcement agencies within the City of Pittsburgh may not be included in this data. Federal, State, County, and other special law enforcement agencies (e.g. campus, transit, hospital, etc.) operate within the City limits.
 
Data collected through supplemental reports filled out by Pittsburgh Bureau of Police officers upon taking possession of a firearm.
 
Locations where the seizure occurred  are anonymized to the address block or nearest intersection. It's not always possible to geocode these anonymized addresses.  In cases where geocoding fails, the latitude and longitude fields are left empty.  These will display as ""None"" in table views on the WPRDC site.
 
Exact date and report numbers have been removed to protect the privacy of individuals and any active investigations.",95892fd6-fb4d-4494-9b01-671104fee7fa,
